0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
0.00000 0.00000 0.00000
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
12.26218 9.59554 32.07273
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
-1.22622 -0.75182 37.37040
